1.00000e-01 5.1689e+03 8.9751e+01
1.01158e-01 5.0486e+03 8.9134e+01
1.02329e-01 4.9269e+03 8.8510e+01
1.03514e-01 4.7961e+03 8.7727e+01
1.04713e-01 4.6638e+03 8.6934e+01
1.05925e-01 4.5428e+03 8.5992e+01
1.07152e-01 4.4204e+03 8.5038e+01
1.08393e-01 4.3120e+03 8.3969e+01
1.09648e-01 4.2024e+03 8.2887e+01
1.10917e-01 4.1037e+03 8.1924e+01
1.12202e-01 4.0052e+03 8.0974e+01
1.13501e-01 3.9146e+03 8.0056e+01
1.14815e-01 3.8230e+03 7.9128e+01
1.16145e-01 3.7318e+03 7.8357e+01
1.17490e-01 3.6396e+03 7.7577e+01
1.18850e-01 3.5514e+03 7.6846e+01
1.20226e-01 3.4622e+03 7.6108e+01
1.21619e-01 3.3768e+03 7.5392e+01
1.23027e-01 3.2919e+03 7.4709e+01
1.24451e-01 3.2124e+03 7.4019e+01
1.25893e-01 3.1318e+03 7.3320e+01
1.27350e-01 3.0579e+03 7.2644e+01
1.28825e-01 2.9832e+03 7.1960e+01
1.30317e-01 2.9108e+03 7.1235e+01
1.31826e-01 2.8375e+03 7.0503e+01
1.33352e-01 2.7845e+03 6.9874e+01
1.34896e-01 2.7309e+03 6.9237e+01
1.36458e-01 2.6841e+03 6.8637e+01
1.38038e-01 2.6369e+03 6.8030e+01
1.39637e-01 2.5946e+03 6.7482e+01
1.41254e-01 2.5518e+03 6.6929e+01
1.42889e-01 2.5068e+03 6.6465e+01
1.44544e-01 2.4613e+03 6.5995e+01
1.46218e-01 2.4118e+03 6.5543e+01
1.47911e-01 2.3617e+03 6.5086e+01
1.49624e-01 2.3109e+03 6.4692e+01
1.51356e-01 2.2596e+03 6.4293e+01
1.53109e-01 2.2094e+03 6.3993e+01
1.54882e-01 2.1586e+03 6.3690e+01
1.56675e-01 2.1109e+03 6.3471e+01
1.58489e-01 2.0626e+03 6.3250e+01
1.60325e-01 2.0163e+03 6.3144e+01
1.62181e-01 1.9696e+03 6.3037e+01
1.64059e-01 1.9259e+03 6.3068e+01
1.65959e-01 1.8818e+03 6.3099e+01
1.67880e-01 1.8434e+03 6.3247e+01
1.69824e-01 1.8045e+03 6.3396e+01
1.71791e-01 1.7722e+03 6.3638e+01
1.73780e-01 1.7396e+03 6.3883e+01
1.75792e-01 1.7136e+03 6.4228e+01
1.77828e-01 1.6874e+03 6.4577e+01
1.79887e-01 1.6726e+03 6.5044e+01
1.81970e-01 1.6576e+03 6.5516e+01
1.84077e-01 1.6580e+03 6.6153e+01
1.86209e-01 1.6584e+03 6.6798e+01
1.88365e-01 1.6782e+03 6.7635e+01
1.90546e-01 1.6981e+03 6.8480e+01
1.92752e-01 1.7388e+03 6.9580e+01
1.94984e-01 1.7800e+03 7.0693e+01
1.97242e-01 1.8450e+03 7.2036e+01
1.99526e-01 1.9109e+03 7.3395e+01
2.01837e-01 1.9959e+03 7.4868e+01
2.04174e-01 2.0818e+03 7.6359e+01
2.06538e-01 2.1704e+03 7.7709e+01
2.08930e-01 2.2600e+03 7.9074e+01
2.11349e-01 2.3264e+03 8.0090e+01
2.13796e-01 2.3790e+03 8.0925e+01
2.16272e-01 2.3871e+03 8.1270e+01
2.18776e-01 2.3656e+03 8.1228e+01
2.21309e-01 2.2977e+03 8.0542e+01
2.23872e-01 2.2070e+03 7.9486e+01
2.26464e-01 2.0890e+03 7.7947e+01
2.29087e-01 1.9697e+03 7.6391e+01
2.31739e-01 1.8432e+03 7.4512e+01
2.34423e-01 1.7152e+03 7.2610e+01
2.37137e-01 1.6023e+03 7.0658e+01
2.39883e-01 1.4880e+03 6.8683e+01
2.42661e-01 1.3946e+03 6.6664e+01
2.45471e-01 1.3001e+03 6.4622e+01
2.48313e-01 1.2367e+03 6.3225e+01
2.51189e-01 1.1724e+03 6.1813e+01
2.54097e-01 1.1197e+03 6.0475e+01
2.57040e-01 1.0664e+03 5.9122e+01
2.60016e-01 1.0324e+03 5.8050e+01
2.63027e-01 9.9804e+02 5.6965e+01
2.66073e-01 9.6345e+02 5.5981e+01
2.69153e-01 9.2846e+02 5.4985e+01
2.72270e-01 9.0114e+02 5.4142e+01
2.75423e-01 8.7350e+02 5.3289e+01
2.78612e-01 8.5458e+02 5.2594e+01
2.81838e-01 8.3544e+02 5.1891e+01
2.85102e-01 8.2002e+02 5.1292e+01
2.88403e-01 8.0443e+02 5.0686e+01
2.91743e-01 7.9103e+02 5.0153e+01
2.95121e-01 7.7748e+02 4.9614e+01
2.98538e-01 7.6566e+02 4.9127e+01
3.01995e-01 7.5371e+02 4.8634e+01
3.05492e-01 7.3814e+02 4.8062e+01
3.09030e-01 7.2238e+02 4.7484e+01
3.12608e-01 7.0655e+02 4.6904e+01
3.16228e-01 6.9053e+02 4.6318e+01
3.19890e-01 6.7540e+02 4.5746e+01
3.23594e-01 6.6009e+02 4.5167e+01
3.27341e-01 6.4540e+02 4.4594e+01
3.31131e-01 6.3053e+02 4.4015e+01
3.34965e-01 6.1660e+02 4.3467e+01
3.38844e-01 6.0252e+02 4.2912e+01
3.42768e-01 5.8900e+02 4.2364e+01
3.46737e-01 5.7534e+02 4.1810e+01
3.50752e-01 5.6217e+02 4.1253e+01
3.54813e-01 5.4959e+02 4.0721e+01
3.58922e-01 5.3706e+02 4.0173e+01
3.63078e-01 5.2463e+02 3.9637e+01
3.67282e-01 5.1279e+02 3.9104e+01
3.71535e-01 5.0090e+02 3.8575e+01
3.75837e-01 4.8960e+02 3.8044e+01
3.80189e-01 4.7816e+02 3.7508e+01
3.84592e-01 4.6744e+02 3.6990e+01
3.89045e-01 4.5658e+02 3.6467e+01
3.93550e-01 4.4647e+02 3.5960e+01
3.98107e-01 4.3624e+02 3.5448e+01
4.02717e-01 4.2650e+02 3.4944e+01
4.07380e-01 4.1666e+02 3.4434e+01
4.12098e-01 4.0734e+02 3.3931e+01
4.16869e-01 3.9793e+02 3.3421e+01
4.21697e-01 3.8918e+02 3.2931e+01
4.26580e-01 3.8033e+02 3.2436e+01
4.31519e-01 3.7207e+02 3.1963e+01
4.36516e-01 3.6371e+02 3.1485e+01
4.41570e-01 3.5562e+02 3.1006e+01
4.46684e-01 3.4784e+02 3.0540e+01
4.51856e-01 3.4031e+02 3.0073e+01
4.57088e-01 3.3269e+02 2.9601e+01
4.62381e-01 3.2546e+02 2.9140e+01
4.67735e-01 3.1814e+02 2.8674e+01
4.73151e-01 3.1143e+02 2.8227e+01
4.78630e-01 3.0465e+02 2.7779e+01
4.84172e-01 2.9814e+02 2.7338e+01
4.89779e-01 2.9170e+02 2.6898e+01
4.95450e-01 2.8580e+02 2.6476e+01
5.01187e-01 2.7982e+02 2.6048e+01
5.06991e-01 2.7430e+02 2.5636e+01
5.12861e-01 2.6872e+02 2.5218e+01
5.18800e-01 2.6353e+02 2.4820e+01
5.24807e-01 2.5830e+02 2.4416e+01
5.30884e-01 2.5347e+02 2.4029e+01
5.37032e-01 2.4859e+02 2.3638e+01
5.43250e-01 2.4402e+02 2.3263e+01
5.49541e-01 2.3949e+02 2.2887e+01
5.55904e-01 2.3514e+02 2.2518e+01
5.62341e-01 2.3090e+02 2.2157e+01
5.68853e-01 2.2693e+02 2.1805e+01
5.75440e-01 2.2292e+02 2.1450e+01
5.82103e-01 2.1921e+02 2.1111e+01
5.88844e-01 2.1544e+02 2.0768e+01
5.95662e-01 2.1197e+02 2.0442e+01
6.02560e-01 2.0845e+02 2.0112e+01
6.09537e-01 2.0527e+02 1.9796e+01
6.16595e-01 2.0204e+02 1.9476e+01
6.23735e-01 1.9903e+02 1.9172e+01
6.30957e-01 1.9597e+02 1.8865e+01
6.38263e-01 1.9318e+02 1.8567e+01
6.45654e-01 1.9035e+02 1.8274e+01
6.53131e-01 1.8771e+02 1.7986e+01
6.60693e-01 1.8512e+02 1.7699e+01
6.68344e-01 1.8265e+02 1.7424e+01
