9.120000e-02 5.679121e+02 1.874911e+02
9.120110e-02 5.679121e+02 1.874911e+02
9.332540e-02 5.451193e+02 1.869775e+02
9.549930e-02 5.233253e+02 1.857876e+02
9.772370e-02 5.023837e+02 1.837454e+02
1.000000e-01 4.823565e+02 1.809500e+02
1.023290e-01 4.597779e+02 1.784479e+02
1.047130e-01 4.352140e+02 1.752699e+02
1.071520e-01 4.125034e+02 1.714482e+02
1.096480e-01 3.921631e+02 1.671111e+02
1.100000e-01 3.895119e+02 1.665365e+02
1.122020e-01 3.737632e+02 1.632529e+02
1.148150e-01 3.567566e+02 1.595337e+02
1.174900e-01 3.396443e+02 1.564041e+02
1.202260e-01 3.230889e+02 1.534434e+02
1.215000e-01 3.157879e+02 1.521153e+02
1.230270e-01 3.071990e+02 1.506236e+02
1.258930e-01 2.922576e+02 1.478231e+02
1.288250e-01 2.783877e+02 1.450800e+02
1.318260e-01 2.647929e+02 1.421426e+02
1.348960e-01 2.548448e+02 1.395907e+02
1.380380e-01 2.460693e+02 1.371565e+02
1.412540e-01 2.381271e+02 1.349374e+02
1.445440e-01 2.296882e+02 1.330537e+02
1.479110e-01 2.203910e+02 1.312219e+02
1.513560e-01 2.108617e+02 1.296222e+02
1.548820e-01 2.014325e+02 1.284062e+02
1.584890e-01 1.924800e+02 1.275200e+02
1.621810e-01 1.837965e+02 1.270906e+02
1.659590e-01 1.756068e+02 1.272158e+02
1.698240e-01 1.683952e+02 1.278145e+02
1.737800e-01 1.623335e+02 1.287955e+02
1.778280e-01 1.574658e+02 1.301955e+02
1.819700e-01 1.546860e+02 1.320882e+02
1.862090e-01 1.547612e+02 1.346743e+02
1.905460e-01 1.584668e+02 1.380654e+02
1.949840e-01 1.661041e+02 1.425249e+02
1.995260e-01 1.783177e+02 1.479727e+02
2.041740e-01 1.942752e+02 1.539506e+02
2.089300e-01 2.108987e+02 1.594239e+02
2.125000e-01 2.200522e+02 1.624478e+02
2.137960e-01 2.220070e+02 1.631543e+02
2.150000e-01 2.230448e+02 1.636487e+02
2.175000e-01 2.224880e+02 1.640443e+02
2.187760e-01 2.207507e+02 1.637654e+02
2.200000e-01 2.182365e+02 1.632958e+02
2.225000e-01 2.109468e+02 1.615532e+02
2.238720e-01 2.059563e+02 1.602534e+02
2.290870e-01 1.838093e+02 1.540133e+02
2.344230e-01 1.600597e+02 1.463919e+02
2.398830e-01 1.388635e+02 1.384752e+02
2.454710e-01 1.213277e+02 1.302852e+02
2.511890e-01 1.094101e+02 1.246222e+02
2.570400e-01 9.951290e+01 1.191968e+02
