1.00000e-02 1.343878e+03 8.073965e+02
2.00000e-02 1.442255e+03 6.865883e+02
3.00000e-02 1.511015e+03 6.131280e+02
4.00000e-02 1.811191e+03 6.544617e+02
5.00000e-02 2.191450e+03 7.507138e+02
6.00000e-02 2.821649e+03 8.269162e+02
8.00000e-02 3.555716e+03 9.322771e+02
1.00000e-01 3.308291e+03 9.922791e+02
1.20000e-01 2.415857e+03 8.465573e+02
1.50000e-01 1.748265e+03 7.489009e+02
2.00000e-01 1.138811e+03 7.261321e+02
2.50000e-01 1.015336e+03 6.568490e+02
3.00000e-01 8.716126e+02 5.720554e+02
3.60000e-01 7.029969e+02 4.976319e+02
4.40000e-01 5.502332e+02 4.173148e+02
5.50000e-01 3.854844e+02 3.298224e+02
7.00000e-01 2.510290e+02 2.429556e+02
8.50000e-01 1.754534e+02 1.742074e+02
1.00000e+00 1.309000e+02 1.198973e+02
1.00000e+00 1.309000e+02 1.198973e+02
1.16600e+00 1.144000e+02 7.683180e+01
1.35900e+00 9.799000e+01 4.691795e+01
1.58500e+00 8.010000e+01 2.882504e+01
1.84800e+00 6.438000e+01 1.507503e+01
2.15400e+00 5.080000e+01 7.829092e+00
2.51200e+00 3.897000e+01 4.526756e+00
2.71200e+00 3.393000e+01 2.958315e+00
2.81800e+00 3.607000e+01 2.579481e+00
2.92900e+00 6.563000e+01 2.182778e+00
3.04300e+00 6.240000e+01 1.850005e+00
3.16200e+00 4.338000e+01 1.631306e+00
3.28600e+00 2.941000e+01 1.403418e+00
3.41400e+00 2.538000e+01 1.168178e+00
3.54800e+00 2.323000e+01 9.686168e-01
3.68700e+00 2.134000e+01 8.484119e-01
3.83100e+00 2.033000e+01 7.238830e-01
3.98100e+00 1.932000e+01 5.941654e-01
4.29900e+00 1.762000e+01 4.425748e-01
4.64200e+00 1.625000e+01 3.158936e-01
5.01200e+00 1.421000e+01 2.237667e-01
5.41200e+00 1.289000e+01 1.632005e-01
5.84300e+00 1.367000e+01 1.177215e-01
6.31000e+00 1.304000e+01 8.367041e-02
6.81300e+00 1.246000e+01 5.896749e-02
7.35600e+00 1.122000e+01 4.051382e-02
7.94300e+00 1.057000e+01 2.762845e-02
8.57700e+00 1.103000e+01 2.258881e-02
8.91200e+00 1.432000e+01 2.184504e-02
9.26100e+00 1.723000e+01 2.249245e-02
9.62300e+00 2.202000e+01 2.292745e-02
9.81000e+00 2.678000e+01 2.207498e-02
1.00000e+01 2.579000e+01 2.105520e-02
1.03900e+01 2.522000e+01 1.855619e-02
1.08000e+01 2.478000e+01 1.634753e-02
1.12200e+01 2.555000e+01 1.395075e-02
1.16600e+01 2.506000e+01 1.190543e-02
1.25900e+01 1.964000e+01 8.185317e-03
1.35900e+01 1.602000e+01 5.464092e-03
1.46800e+01 1.347000e+01 3.621298e-03
1.58500e+01 1.327000e+01 2.603637e-03
1.71100e+01 1.513000e+01 2.069498e-03
1.84800e+01 1.584000e+01 1.755474e-03
1.99500e+01 1.343000e+01 1.439943e-03
2.15500e+01 1.098000e+01 1.106984e-03
2.51200e+01 7.679000e+00 6.402912e-04
