@                   x                         y                        z            nabs nscat    abslum      temp    dens        mass       cell_tau  next_n
  2.51926400000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  1.0031e-16  0.0000e+00  0.0000e+00    0
  2.66736800000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  9.2075e-17  0.0000e+00  0.0000e+00    0
  2.81547200000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  8.4720e-17  0.0000e+00  0.0000e+00    0
  2.96357600000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  7.8140e-17  0.0000e+00  0.0000e+00    0
  3.11168000000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  7.2242e-17  0.0000e+00  0.0000e+00    0
  3.25978400000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  6.6943e-17  0.0000e+00  0.0000e+00    0
  3.40788800000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  6.2170e-17  0.0000e+00  0.0000e+00    0
  3.55599200000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  5.7862e-17  0.0000e+00  0.0000e+00    0
  3.70409600000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  5.3963e-17  0.0000e+00  0.0000e+00    0
  3.85220000000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  5.0427e-17  0.0000e+00  0.0000e+00    0
  4.00030400000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  4.7212e-17  0.0000e+00  0.0000e+00    0
  4.14840800000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  4.4282e-17  0.0000e+00  0.0000e+00    0
  4.29651200000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  4.1606e-17  0.0000e+00  0.0000e+00    0
  4.44461600000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  3.9157e-17  0.0000e+00  0.0000e+00    0
  4.59272000000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  3.6911e-17  0.0000e+00  0.0000e+00    0
  4.74082400000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  3.4846e-17  0.0000e+00  0.0000e+00    0
  4.88892800000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  3.2945e-17  0.0000e+00  0.0000e+00    0
  5.03703200000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  3.1191e-17  0.0000e+00  0.0000e+00    0
  5.18513600000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.9569e-17  0.0000e+00  0.0000e+00    0
  5.33324000000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.8068e-17  0.0000e+00  0.0000e+00    0
  5.48134400000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.6675e-17  0.0000e+00  0.0000e+00    0
  5.62944800000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.5382e-17  0.0000e+00  0.0000e+00    0
  5.77755200000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.4178e-17  0.0000e+00  0.0000e+00    0
  5.92565600000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.3056e-17  0.0000e+00  0.0000e+00    0
  6.07376000000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.2009e-17  0.0000e+00  0.0000e+00    0
  6.22186400000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.1030e-17  0.0000e+00  0.0000e+00    0
  6.36996800000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  2.0114e-17  0.0000e+00  0.0000e+00    0
  6.51807200000000000000e+16  0.00000000000000000000e+00  6.28318530717958623200e+00    0    0  0.0000e+00    0.0  1.9255e-17  0.0000e+00  0.0000e+00    0
