fnum.dat : Freq / number of photon packets/ fpoint 
1.849622 2693   652 
1.864491 2733   653 
1.879478 2772   654 
1.894586 2811   655 
1.909816 2852   656 
1.925168 2892   657 
1.940644 2932   658 
1.956243 2974   659 
1.971969 3014   660 
1.987820 3056   661 
2.003800 3097   662 
2.019907 3140   663 
2.036144 3181   664 
2.052512 3224   665 
2.069011 3266   666 
2.085643 3310   667 
2.102408 3352   668 
2.119308 3395   669 
2.136344 3439   670 
2.153517 3482   671 
2.170828 3526   672 
2.188279 3569   673 
2.205869 3614   674 
2.223601 3658   675 
2.241475 3701   676 
2.259493 3747   677 
2.277656 3790   678 
2.295965 3835   679 
2.314421 3879   680 
2.333026 3924   681 
2.351780 3968   682 
2.370685 4013   683 
2.389742 4057   684 
2.408952 4102   685 
2.428316 4146   686 
2.447836 4190   687 
2.467513 4235   688 
2.487348 4279   689 
2.507343 4323   690 
2.527498 4367   691 
2.547815 4410   692 
2.568296 4454   693 
2.588941 4498   694 
2.609752 4540   695 
2.630731 4584   696 
2.651878 4626   697 
2.673195 4668   698 
2.694683 4710   699 
2.716345 4752   700 
2.738180 4794   701 
2.760191 4834   702 
2.782379 4875   703 
2.804745 4915   704 
2.827291 4955   705 
2.850018 4994   706 
2.872928 5033   707 
2.896022 5071   708 
2.919302 5108   709 
2.942768 5146   710 
2.966424 5182   711 
2.990270 5218   712 
3.014307 5254   713 
3.038537 5288   714 
3.062963 5321   715 
3.087584 5355   716 
3.112404 5388   717 
3.137423 5419   718 
3.162643 5450   719 
3.188066 5480   720 
3.213693 5509   721 
3.239527 5537   722 
3.265568 5565   723 
3.291818 5591   724 
3.318279 5617   725 
3.344953 5641   726 
3.371842 5665   727 
3.398946 5688   728 
3.426269 5708   729 
3.453811 5730   730 
3.481574 5748   731 
3.509561 5767   732 
3.537772 5784   733 
3.566211 5800   734 
3.594878 5815   735 
3.623775 5828   736 
3.652905 5840   737 
3.682269 5852   738 
3.711869 5861   739 
3.741707 5870   740 
3.771784 5877   741 
3.802104 5883   742 
3.832667 5887   743 
3.863476 5891   744 
3.894533 5892   745 
3.925839 5893   746 
3.957397 5892   747 
3.989208 5890   748 
4.021275 5886   749 
4.053600 5881   750 
4.086185 5874   751 
4.119032 5866   752 
4.152143 5857   753 
4.185520 5845   754 
4.219165 5834   755 
4.253081 5819   756 
4.287270 5804   757 
4.321733 5787   758 
4.356473 5768   759 
4.391493 5749   760 
4.426794 5728   761 
4.462378 5704   762 
4.498249 5681   763 
4.534408 5655   764 
4.570858 5628   765 
4.607601 5599   766 
4.644639 5569   767 
4.681975 5537   768 
4.719611 5505   769 
4.757550 5470   770 
4.795794 5435   771 
4.834345 5398   772 
4.873206 5359   773 
4.912379 5320   774 
4.951867 5278   775 
4.991673 5236   776 
5.031798 5193   777 
5.072246 5147   778 
5.113020 5102   779 
5.154121 5054   780 
5.195552 5006   781 
5.237317 4956   782 
5.279417 4905   783 
5.321855 4853   784 
5.364635 4801   785 
5.407759 4746   786 
5.451229 4692   787 
5.495049 4636   788 
5.539221 4579   789 
5.583748 4521   790 
5.628633 4463   791 
5.673879 4403   792 
