  0.005 5.2587e+03 
  0.005 5.2587e+03 
  0.006 5.2587e+03 
  0.006 5.2587e+03 
  0.007 5.2587e+03 
  0.007 5.2587e+03 
  0.008 5.2587e+03 
  0.008 5.2587e+03 
  0.009 5.2587e+03 
  0.009 5.2587e+03 
  0.010 5.2587e+03 
  0.011 5.2587e+03 
  0.011 5.2587e+03 
  0.012 5.2587e+03 
  0.013 5.2587e+03 
  0.014 5.2587e+03 
  0.015 5.2587e+03 
  0.016 5.2587e+03 
  0.017 5.2587e+03 
  0.018 5.2587e+03 
  0.019 5.2587e+03 
  0.021 5.2587e+03 
  0.022 5.2587e+03 
  0.024 5.2587e+03 
  0.026 5.2587e+03 
  0.027 5.2587e+03 
  0.029 5.2587e+03 
  0.031 5.2587e+03 
  0.034 5.2587e+03 
  0.036 5.2587e+03 
  0.038 5.2587e+03 
  0.041 5.2587e+03 
  0.044 5.2587e+03 
  0.047 5.2587e+03 
  0.050 5.2587e+03 
  0.054 5.2587e+03 
  0.058 5.2587e+03 
  0.062 5.2587e+03 
  0.066 5.2587e+03 
  0.071 5.2587e+03 
  0.076 5.2587e+03 
  0.081 5.2587e+03 
  0.087 5.2587e+03 
  0.093 5.2587e+03 
  0.099 5.2587e+03 
  0.106 4.5755e+03 
  0.114 3.9637e+03 
  0.122 3.4318e+03 
  0.131 2.9716e+03 
  0.140 2.6601e+03 
  0.150 2.3783e+03 
  0.160 2.0864e+03 
  0.171 1.8437e+03 
  0.183 1.7238e+03 
  0.196 1.8878e+03 
  0.210 2.3702e+03 
  0.225 2.2428e+03 
  0.241 1.5310e+03 
  0.258 1.1195e+03 
  0.276 9.2530e+02 
  0.295 8.2739e+02 
  0.316 7.3881e+02 
  0.338 6.4858e+02 
  0.362 5.6832e+02 
  0.387 4.9771e+02 
  0.414 4.3638e+02 
  0.444 3.8336e+02 
  0.475 3.3749e+02 
  0.508 2.9872e+02 
  0.544 2.6676e+02 
  0.582 2.4028e+02 
  0.623 2.1849e+02 
  0.667 2.0058e+02 
  0.714 1.8591e+02 
  0.764 1.7398e+02 
  0.818 1.6385e+02 
  0.875 1.5509e+02 
  0.937 1.4756e+02 
  1.003 1.4062e+02 
  1.073 1.3277e+02 
  1.149 1.2437e+02 
  1.229 1.1653e+02 
  1.316 1.0845e+02 
  1.408 1.0023e+02 
  1.508 9.1802e+01 
  1.614 8.3382e+01 
  1.727 7.6112e+01 
  1.848 6.8414e+01 
  1.978 6.2163e+01 
  2.118 5.5556e+01 
  2.267 4.9857e+01 
  2.426 4.4233e+01 
  2.597 3.8920e+01 
  2.779 3.7067e+01 
  2.975 6.5857e+01 
  3.184 4.2211e+01 
  3.408 2.6753e+01 
  3.647 2.2764e+01 
  3.904 2.0562e+01 
  4.178 1.8853e+01 
  4.472 1.7399e+01 
  4.787 1.5824e+01 
  5.123 1.4133e+01 
  5.484 1.3245e+01 
  5.869 1.3789e+01 
  6.282 1.3211e+01 
  6.724 1.2664e+01 
  7.197 1.1661e+01 
  7.703 1.0894e+01 
  8.244 1.0834e+01 
  8.824 1.3491e+01 
  9.445 1.9689e+01 
 10.109 2.5654e+01 
 10.820 2.4873e+01 
 11.581 2.5162e+01 
 12.395 2.0786e+01 
 13.267 1.7198e+01 
 14.200 1.4599e+01 
 15.198 1.3385e+01 
 16.267 1.3888e+01 
 17.411 1.5288e+01 
 18.635 1.5587e+01 
 19.946 1.3438e+01 
 21.349 1.1289e+01 
 22.850 9.7788e+00 
 24.457 8.2928e+00 
 26.177 7.1154e+00 
 28.018 6.1326e+00 
 29.988 5.3183e+00 
 32.097 4.9104e+00 
 34.354 4.5002e+00 
 36.770 4.3468e+00 
 39.356 4.2799e+00 
 42.124 4.2298e+00 
 45.086 4.0036e+00 
 48.256 3.6131e+00 
 51.650 3.1402e+00 
 55.282 2.7075e+00 
 59.170 2.4114e+00 
 63.331 2.1003e+00 
 67.785 1.8739e+00 
 72.552 1.6317e+00 
 77.654 1.4467e+00 
 83.115 1.2686e+00 
 88.960 1.1109e+00 
 95.216 9.7137e-01 
101.912 8.4288e-01 
109.079 7.6111e-01 
116.750 6.7504e-01 
124.960 6.1024e-01 
133.748 5.4185e-01 
143.154 4.8771e-01 
153.221 4.3581e-01 
163.996 3.8728e-01 
175.529 3.4255e-01 
187.873 2.9991e-01 
201.085 2.7115e-01 
215.226 2.4036e-01 
230.362 2.1282e-01 
246.562 1.9765e-01 
263.902 1.8141e-01 
282.460 1.6404e-01 
302.324 1.4544e-01 
323.585 1.2553e-01 
346.341 1.0423e-01 
370.697 9.3850e-02 
396.766 8.5096e-02 
424.669 7.5727e-02 
454.533 6.5698e-02 
486.498 5.4964e-02 
520.711 4.7872e-02 
557.329 4.3350e-02 
596.523 3.8510e-02 
638.473 3.3328e-02 
683.374 2.7783e-02 
731.432 2.4466e-02 
782.869 2.2399e-02 
837.924 2.0185e-02 
896.851 1.7817e-02 
959.921 1.5281e-02 
1027.427 1.2902e-02 
1099.680 1.0879e-02 
1177.015 8.7148e-03 
1259.788 7.0197e-03 
1348.382 6.2796e-03 
1443.206 5.4876e-03 
1544.698 4.9028e-03 
1653.328 4.3182e-03 
1769.598 3.8374e-03 
1894.044 3.3791e-03 
2027.242 3.0085e-03 
2169.806 2.6522e-03 
2322.397 2.3533e-03 
2485.718 2.0873e-03 
2660.525 1.8463e-03 
2847.625 1.6325e-03 
3047.882 1.4452e-03 
3262.223 1.2812e-03 
3491.637 1.1350e-03 
3737.185 1.0057e-03 
4000.000 8.9124e-04 
